brand,model,year,price_in_euro,power_ps,transmission_type,fuel_type,mileage_in_km
mitsubishi,Mitsubishi Space Star,2019.0,11990.0,80.0,Automatic,Petrol,51600.0
seat,SEAT Ateca,2023.0,40990.0,190.0,Automatic,Petrol,99.0
jeep,Jeep Compass,2018.0,20500.0,140.0,Manual,Petrol,55000.0
mercedes-benz,Mercedes-Benz E 350,2016.0,26990.0,258.0,Automatic,Diesel,80270.0
opel,Opel Insignia,2016.0,19990.0,250.0,Automatic,Petrol,93000.0
seat,SEAT Ibiza,2019.0,18490.0,116.0,Manual,Petrol,5000.0
mercedes-benz,Mercedes-Benz E 220,2013.0,21850.0,170.0,Automatic,Diesel,134465.0
alfa-romeo,Alfa Romeo Stelvio,2019.0,36900.0,200.0,Automatic,Petrol,41051.0
alfa-romeo,Alfa Romeo MiTo,2013.0,4000.0,95.0,Manual,Diesel,207429.0
seat,SEAT Ibiza,2020.0,17990.0,116.0,Manual,Petrol,44950.0
kia,Kia Sportage,2022.0,31490.0,150.0,Manual,Petrol,9.0
ssangyong,SsangYong Korando,2021.0,26990.0,163.0,Automatic,Petrol,15990.0
citroen,Citroen C3,2014.0,6390.0,92.0,Manual,Diesel,148000.0
renault,Renault Kangoo,2016.0,7700.0,75.0,Manual,Diesel,157000.0
nissan,Nissan Qashqai,2013.0,7999.0,131.0,Manual,Diesel,226000.0
toyota,Toyota Yaris,2022.0,23980.0,116.0,Automatic,Hybrid,11.0
volvo,Volvo XC40,2019.0,28900.0,150.0,Automatic,Diesel,59000.0
citroen,Citroen Jumpy,2021.0,44900.0,144.0,Automatic,Diesel,34000.0
infiniti,Infiniti Q60,2017.0,31000.0,405.0,Automatic,Petrol,89000.0
opel,Opel Astra,2013.0,4950.0,110.0,Manual,Diesel,188500.0
renault,Renault Kadjar,2017.0,15980.0,110.0,Manual,Diesel,91900.0
audi,Audi Q4 e-tron,2021.0,59150.0,204.0,Automatic,Electric,14888.0
kia,Kia Sportage,2022.0,32450.0,150.0,Automatic,Petrol,10500.0
chevrolet,Chevrolet Aveo,2013.0,4890.0,69.0,Manual,LPG,113000.0
honda,Honda Civic,2022.0,35000.0,143.0,Automatic,Petrol,6000.0
alfa-romeo,Alfa Romeo MiTo,2012.0,8500.0,105.0,Manual,Petrol,82500.0
mini,MINI Cooper Clubman,2011.0,6700.0,122.0,Automatic,Petrol,197000.0
mitsubishi,Mitsubishi Space Star,2023.0,13450.0,71.0,Manual,Petrol,2650.0
daihatsu,Daihatsu Trevis,2009.0,5990.0,58.0,Manual,Petrol,116000.0
peugeot,Peugeot 308,2020.0,18400.0,131.0,Automatic,Petrol,56000.0
seat,SEAT Leon,2020.0,19488.0,131.0,Manual,Petrol,22000.0
lada,Lada Niva,2023.0,18910.0,83.0,Manual,Petrol,500.0
citroen,Citroen C3,2019.0,14500.0,83.0,Manual,Petrol,43985.0
opel,Opel Corsa,2012.0,4800.0,101.0,Manual,Petrol,115600.0
nissan,Nissan Qashqai,2023.0,39490.0,190.0,Automatic,Petrol,10.0
mazda,Mazda 3,2018.0,17900.0,120.0,Automatic,Petrol,76800.0
maserati,Maserati Quattroporte,2013.0,49999.0,450.0,Automatic,Petrol,89999.0
ssangyong,SsangYong Korando,2023.0,34500.0,136.0,Automatic,Diesel,10.0
fiat,Fiat Tipo,2021.0,16188.0,101.0,Manual,Petrol,14600.0
fiat,Fiat Panda,2023.0,14990.0,69.0,Manual,Petrol,10.0
alfa-romeo,Alfa Romeo Stelvio,2019.0,25870.0,209.0,Automatic,Diesel,142786.0
jaguar,Jaguar E-Pace,2021.0,47199.0,204.0,Automatic,Diesel,27000.0
bmw,BMW 218,2019.0,21984.0,140.0,Automatic,Petrol,83899.0
alfa-romeo,Alfa Romeo Stelvio,2019.0,32900.0,280.0,Automatic,Petrol,49000.0
fiat,Fiat 500,2019.0,13990.0,69.0,Manual,Petrol,37500.0
land-rover,Land Rover Range Rover Evoque,2020.0,42990.0,200.0,Automatic,Petrol,11926.0
kia,Kia Sportage,2022.0,38790.0,136.0,Automatic,Diesel,22100.0
volvo,Volvo V60 Cross Country,2022.0,41950.0,197.0,Automatic,Diesel,23500.0
porsche,Porsche Boxster,2017.0,71900.0,349.0,Automatic,Petrol,12855.0
land-rover,Land Rover Range Rover Sport,2018.0,69890.0,525.0,Automatic,Petrol,79686.0
ford,Ford Kuga,2014.0,11999.0,163.0,Automatic,Diesel,153000.0
lada,Lada Taiga,2019.0,13980.0,83.0,Manual,Petrol,52300.0
toyota,Toyota Corolla,2023.0,31990.0,140.0,Automatic,Hybrid,20.0
citroen,Citroen Berlingo,2023.0,27200.0,102.0,Manual,Diesel,10.0
dodge,Dodge Challenger,2019.0,34897.0,377.0,Automatic,Petrol,89945.0
opel,Opel Mokka X,2017.0,17950.0,136.0,Manual,Diesel,92000.0
daihatsu,Daihatsu Cuore,2004.0,4444.0,58.0,Automatic,Petrol,88000.0
peugeot,Peugeot 207,2006.0,2150.0,88.0,Manual,Petrol,192000.0
ford,Ford Ranger,2019.0,43990.0,212.0,Automatic,Diesel,63000.0
volvo,Volvo XC90,2019.0,59890.0,235.0,Automatic,Diesel,34000.0
honda,Honda Jazz,2019.0,15490.0,102.0,Automatic,Petrol,21346.0
alfa-romeo,Alfa Romeo Giulietta,2015.0,12999.0,175.0,Automatic,Diesel,117100.0
lancia,Lancia Thesis,2007.0,8500.0,185.0,Automatic,Diesel,127000.0
maserati,Maserati Ghibli,2016.0,31980.0,275.0,Automatic,Diesel,120400.0
isuzu,Isuzu D-Max,2022.0,58846.0,163.0,Automatic,Diesel,2500.0
citroen,Citroen C5,2005.0,1999.0,133.0,Automatic,Diesel,170345.0
alfa-romeo,Alfa Romeo Tonale,2023.0,29970.0,156.0,Automatic,Petrol,50.0
maserati,Maserati Levante,2017.0,43990.0,275.0,Automatic,Diesel,139452.0
mitsubishi,Mitsubishi Eclipse Cross,2022.0,37990.0,188.0,Automatic,Hybrid,300.0
porsche,Porsche Macan,2014.0,44900.0,258.0,Automatic,Diesel,71000.0
citroen,Citroen C3,2018.0,15100.0,110.0,Automatic,Petrol,25250.0
audi,Audi,2022.0,32480.0,299.0,Automatic,Electric,17000.0
mazda,Mazda CX-5,2019.0,29950.0,194.0,Automatic,Petrol,17760.0
kia,Kia Soul,2020.0,26350.0,204.0,Automatic,Electric,36000.0
volkswagen,Volkswagen Golf,2018.0,23930.0,131.0,Automatic,Petrol,46163.0
daihatsu,Daihatsu Sirion,2009.0,3900.0,91.0,Manual,Petrol,68868.0
jeep,Jeep Compass,2019.0,22288.0,140.0,Manual,Petrol,50500.0
citroen,Citroen Xsara Picasso,2006.0,4800.0,109.0,Manual,Petrol,109500.0
volvo,Volvo S90,2017.0,30788.0,235.0,Automatic,Diesel,99871.0
fiat,Fiat 500e,2022.0,27970.0,118.0,Automatic,Electric,1030.0
dodge,Dodge RAM,2021.0,65990.0,401.0,Automatic,Petrol,23165.0
jaguar,Jaguar F-Pace,2023.0,69950.0,204.0,Automatic,Diesel,6500.0
peugeot,Peugeot 2008,2022.0,25780.0,131.0,Automatic,Petrol,26950.0
maserati,Maserati Ghibli,2016.0,43999.0,275.0,Automatic,Diesel,58800.0
mercedes-benz,Mercedes-Benz C 400,2017.0,39990.0,333.0,Automatic,Petrol,29640.0
land-rover,Land Rover Range Rover Velar,2019.0,39480.0,300.0,Automatic,Diesel,44250.0
jeep,Jeep Grand Cherokee,2019.0,36300.0,250.0,Automatic,Diesel,83479.0
maserati,Maserati Ghibli,2013.0,23990.0,275.0,Automatic,Diesel,226900.0
mitsubishi,Mitsubishi Eclipse Cross,2018.0,18790.0,163.0,Manual,Petrol,63711.0
mitsubishi,Mitsubishi Space Star,2023.0,14590.0,71.0,Manual,Petrol,700.0
maserati,Maserati 3200,2000.0,26900.0,368.0,Automatic,Petrol,103000.0
mitsubishi,Mitsubishi Space Gear,2000.0,2990.0,113.0,Manual,Petrol,167978.0
jeep,Jeep Renegade,2022.0,34670.0,241.0,Automatic,Hybrid,25.0
land-rover,Land Rover Range Rover Sport,2017.0,49800.0,340.0,Automatic,Diesel,84937.0
honda,Honda CR-V,2021.0,36980.0,184.0,Automatic,Hybrid,44300.0
dodge,Dodge RAM,2021.0,38865.0,309.0,Automatic,Petrol,26000.0
hyundai,Hyundai STARIA,2022.0,47990.0,177.0,Automatic,Diesel,250.0
fiat,Fiat Tipo,2017.0,11490.0,120.0,Manual,Diesel,99861.0
volkswagen,Volkswagen New Beetle,2003.0,7499.0,116.0,Manual,Petrol,79523.0
peugeot,Peugeot 308,2021.0,18745.0,131.0,Automatic,Diesel,50450.0
audi,Audi A7,2019.0,51980.0,286.0,Automatic,Diesel,51567.0
jaguar,Jaguar F-Pace,2019.0,44410.0,300.0,Automatic,Diesel,67688.0
mitsubishi,Mitsubishi ASX,2023.0,33890.0,158.0,Automatic,Petrol,420.0
seat,SEAT Arona,2019.0,16990.0,95.0,Manual,Petrol,14400.0
volvo,Volvo XC40,2019.0,30850.0,190.0,Automatic,Petrol,19151.0
mazda,Mazda CX-5,2013.0,14999.0,160.0,Manual,Petrol,138000.0
smart,smart forTwo,2017.0,31999.0,122.0,Automatic,Petrol,13735.0
seat,SEAT Ibiza,2021.0,16575.0,95.0,Manual,Petrol,15830.0
jeep,Jeep Compass,2018.0,22900.0,140.0,Manual,Diesel,83500.0
honda,Honda Jazz,2016.0,11899.0,102.0,Manual,Petrol,78108.0
citroen,Citroen E-C4 Electric,2023.0,27850.0,136.0,Automatic,Electric,10.0
dodge,Dodge RAM,2022.0,64900.0,401.0,Automatic,Petrol,27600.0
citroen,Citroen Jumpy,2016.0,14800.0,122.0,Manual,Diesel,98500.0
dodge,Dodge Grand Caravan,2019.0,25900.0,283.0,Automatic,Petrol,56645.0
maserati,Maserati Levante,2020.0,56900.0,349.0,Automatic,Petrol,69500.0
jeep,Jeep Renegade,2018.0,19980.0,120.0,Manual,Petrol,42000.0
opel,Opel Combo,2023.0,26800.0,131.0,Manual,Diesel,1.0
lancia,Lancia Lybra,2000.0,650.0,131.0,Manual,Petrol,160610.0
seat,SEAT Arona,2021.0,20990.0,110.0,Manual,Petrol,14237.0
jeep,Jeep Compass,2019.0,21900.0,140.0,Automatic,Diesel,72419.0
daihatsu,Daihatsu Sirion,2009.0,3999.0,69.0,Manual,Petrol,63000.0
ssangyong,SsangYong Tivoli,2023.0,23290.0,163.0,Manual,Petrol,1.0
dodge,Dodge Charger,2017.0,47765.0,477.0,Automatic,Petrol,760.0
nissan,Nissan Juke,2015.0,9990.0,116.0,Manual,Petrol,127914.0
toyota,Toyota C-HR,2017.0,19840.0,122.0,Automatic,Hybrid,75800.0
skoda,Skoda Karoq,2021.0,32450.0,150.0,Automatic,Petrol,15.0
alfa-romeo,Alfa Romeo Stelvio,2022.0,48990.0,209.0,Automatic,Diesel,10.0
mercedes-benz,Mercedes-Benz CLA 45 AMG,2015.0,30990.0,360.0,Automatic,Petrol,66138.0
jeep,Jeep Renegade,2018.0,18990.0,140.0,Manual,Diesel,109600.0
land-rover,Land Rover Range Rover Velar,2018.0,66900.0,300.0,Automatic,Diesel,55000.0
opel,Opel Vivaro,2021.0,30950.0,150.0,Manual,Diesel,29990.0
toyota,Toyota Yaris Cross,2023.0,27700.0,116.0,Automatic,Hybrid,50.0
bentley,Bentley Flying Spur,2007.0,27000.0,559.0,Automatic,Petrol,91000.0
opel,Opel Insignia,2011.0,4490.0,160.0,Manual,Diesel,227000.0
jeep,Jeep Compass,2020.0,23900.0,140.0,Automatic,Diesel,99650.0
audi,Audi SQ5,2016.0,29490.0,326.0,Automatic,Diesel,148938.0
dacia,Dacia Sandero,2023.0,15960.0,91.0,Manual,Petrol,10.0
renault,Renault Talisman,2022.0,42900.0,188.0,Automatic,Diesel,300.0
hyundai,Hyundai i10,2022.0,13890.0,67.0,Manual,Petrol,36800.0
alfa-romeo,Alfa Romeo Spider,2007.0,16450.0,200.0,Manual,Diesel,89000.0
bmw,BMW 430,2015.0,28500.0,258.0,Automatic,Diesel,128000.0
seat,SEAT Tarraco,2019.0,27990.0,150.0,Manual,Petrol,28416.0
smart,smart forTwo,2019.0,12690.0,82.0,Automatic,Electric,15960.0
lada,Lada Taiga,2018.0,9900.0,83.0,Manual,Petrol,45600.0
mercedes-benz,Mercedes-Benz E 350,2010.0,11499.0,292.0,Automatic,Petrol,312000.0
renault,Renault ZOE,2019.0,16400.0,109.0,Automatic,Electric,24050.0
toyota,Toyota Land Cruiser,2021.0,46888.0,204.0,Automatic,Diesel,121000.0
honda,Honda Civic,2009.0,1900.0,140.0,Manual,Diesel,254000.0
ssangyong,SsangYong MUSSO,2023.0,38940.0,203.0,Automatic,Diesel,2.0
fiat,Fiat Tipo,2021.0,17499.0,101.0,Manual,Petrol,47206.0
dacia,Dacia Lodgy,2019.0,13990.0,131.0,Manual,Petrol,81700.0
dodge,Dodge RAM,2010.0,51900.0,420.0,Automatic,Petrol,114000.0
mini,MINI Cooper D Clubman,2017.0,21495.0,150.0,Manual,Diesel,84571.0
cadillac,Cadillac XT4,2023.0,39995.0,174.0,Automatic,Diesel,15.0
land-rover,Land Rover Range Rover Velar,2018.0,55000.0,241.0,Automatic,Diesel,63800.0
mercedes-benz,Mercedes-Benz E 220,2022.0,63490.0,194.0,Automatic,Diesel,9000.0
kia,Kia Picanto,2013.0,5800.0,69.0,Manual,Petrol,44600.0
isuzu,Isuzu D-Max,2018.0,30880.0,163.0,Automatic,Diesel,59900.0
renault,Renault Captur,2021.0,22649.0,91.0,Manual,Petrol,1.0
land-rover,Land Rover Range Rover,2015.0,50000.0,510.0,Automatic,Petrol,184000.0
mitsubishi,Mitsubishi ASX,2023.0,39530.0,143.0,Automatic,Hybrid,3000.0
smart,smart forTwo,2010.0,4950.0,71.0,Semi-automatic,Petrol,113192.0
cadillac,Cadillac XT5,2018.0,39840.0,314.0,Automatic,Petrol,24750.0
isuzu,Isuzu D-Max,2022.0,45934.0,163.0,Automatic,Diesel,2180.0
kia,Kia,2018.0,18770.0,99.0,Manual,Petrol,52000.0
peugeot,Peugeot Rifter,2019.0,17950.0,110.0,Manual,Petrol,48900.0
saab,Saab 9-3,2007.0,6600.0,150.0,Manual,Diesel,200000.0
audi,Audi A1,2022.0,26879.0,95.0,Automatic,Petrol,5817.0
saab,Saab 9-3,2007.0,16790.0,175.0,Manual,Petrol,135567.0
daihatsu,Daihatsu Terios,2010.0,4600.0,105.0,Manual,Petrol,67000.0
dacia,Dacia Dokker,2018.0,16190.0,116.0,Manual,Petrol,26000.0
mazda,Mazda 2,2017.0,10900.0,90.0,Manual,Petrol,61000.0
mazda,Mazda 3,2020.0,23500.0,179.0,Manual,Petrol,34802.0
mitsubishi,Mitsubishi L200,2019.0,18999.0,181.0,Manual,Diesel,275999.0
fiat,Fiat 500C,2020.0,14890.0,71.0,Manual,Petrol,18850.0
audi,Audi e-tron,2020.0,59625.0,408.0,Automatic,Electric,29238.0
alfa-romeo,Alfa Romeo Stelvio,2021.0,52990.0,280.0,Automatic,Petrol,22500.0
daihatsu,Daihatsu Cuore,2004.0,1699.0,58.0,Manual,Petrol,231000.0
nissan,Nissan Qashqai,2023.0,38955.0,158.0,Automatic,Petrol,25.0
citroen,Citroen C4 Cactus,2015.0,12900.0,92.0,Automatic,Diesel,131500.0
alfa-romeo,Alfa Romeo Stelvio,2022.0,57490.0,280.0,Automatic,Petrol,50.0
smart,smart forFour,2022.0,17590.0,82.0,Automatic,Electric,8197.0
land-rover,Land Rover Range Rover Sport,2018.0,42880.0,258.0,Automatic,Diesel,95000.0
smart,smart forTwo,2016.0,7990.0,71.0,Automatic,Petrol,79980.0
jaguar,Jaguar F-Type,2020.0,56350.0,381.0,Automatic,Petrol,36000.0
citroen,Citroen C1,2014.0,10890.0,69.0,Automatic,Petrol,56988.0
peugeot,Peugeot 308,2023.0,27188.0,131.0,Manual,Petrol,10.0
audi,Audi A3,2016.0,19000.0,116.0,Automatic,Petrol,63000.0
honda,Honda HR-V,2021.0,27990.0,182.0,Automatic,Petrol,13800.0
bmw,BMW 530,2008.0,10490.0,235.0,Automatic,Diesel,232000.0
mini,MINI Cooper Cabrio,2023.0,39230.0,136.0,Automatic,Petrol,9000.0
volvo,Volvo V70,2000.0,1400.0,140.0,Manual,Petrol,310000.0
mazda,Mazda 6,2017.0,17870.0,165.0,Manual,Petrol,53021.0
nissan,Nissan Qashqai,2023.0,35490.0,158.0,Manual,Petrol,15.0
jeep,Jeep Renegade,2023.0,39890.0,190.0,Automatic,Hybrid,900.0
renault,Renault Captur,2020.0,22990.0,131.0,Automatic,Petrol,20485.0
volvo,Volvo XC40,2018.0,31280.0,190.0,Automatic,Diesel,68700.0
volvo,Volvo V90 Cross Country,2019.0,39700.0,235.0,Automatic,Diesel,70987.0
nissan,Nissan Micra,2021.0,16170.0,92.0,Manual,Petrol,44100.0
saab,Saab 9-5,2003.0,5990.0,150.0,Manual,Petrol,130900.0
smart,smart forTwo,2019.0,11900.0,82.0,Automatic,Electric,21785.0
nissan,Nissan NV200,2011.0,4500.0,90.0,Manual,Diesel,220000.0
saab,Saab 9-3,2011.0,16790.0,209.0,Automatic,Petrol,169000.0
ssangyong,SsangYong Korando,2021.0,26500.0,163.0,Manual,Petrol,10000.0
opel,Opel Grandland X,2020.0,23580.0,131.0,Automatic,Petrol,21425.0
ford,Ford Kuga,2020.0,29990.0,152.0,Automatic,Hybrid,58695.0
skoda,Skoda Kamiq,2022.0,32490.0,150.0,Automatic,Petrol,50.0
porsche,Porsche Cayenne,2005.0,7299.0,340.0,Automatic,Petrol,190000.0
peugeot,Peugeot 308,2012.0,1200.0,111.0,Manual,Diesel,300000.0
smart,smart forTwo,2013.0,6799.0,71.0,Automatic,Petrol,89750.0
opel,Opel Corsa,2015.0,9980.0,90.0,Manual,Petrol,60854.0
smart,smart forTwo,2009.0,5999.0,45.0,Automatic,Diesel,71000.0
citroen,Citroen Berlingo,2010.0,3650.0,90.0,Manual,Diesel,259000.0
kia,Kia Ceed / cee'd,2020.0,22487.0,140.0,Automatic,Petrol,30112.0
mitsubishi,Mitsubishi Outlander,2019.0,32990.0,224.0,Automatic,Hybrid,20756.0
hyundai,Hyundai i20,2017.0,11970.0,84.0,Manual,Petrol,86750.0
audi,Audi A6,2020.0,39850.0,245.0,Automatic,Petrol,63294.0
mazda,Mazda CX-5,2016.0,18900.0,150.0,Manual,Diesel,57300.0
honda,Honda CR-V,2014.0,14500.0,150.0,Automatic,Diesel,170174.0
volkswagen,Volkswagen Passat,2004.0,1150.0,101.0,Automatic,Diesel,244311.0
smart,smart forTwo,2008.0,4999.0,45.0,Automatic,Diesel,130000.0
smart,smart forTwo,2014.0,9640.0,71.0,Automatic,Petrol,18434.0
audi,Audi A6,2021.0,52810.0,204.0,Automatic,Diesel,19432.0
mitsubishi,Mitsubishi Outlander,2021.0,30600.0,224.0,Automatic,Hybrid,23750.0
toyota,Toyota Corolla,2020.0,23380.0,122.0,Automatic,Hybrid,20690.0
bmw,BMW 650,2016.0,59500.0,449.0,Automatic,Petrol,62000.0
maserati,Maserati Levante,2019.0,53990.0,275.0,Automatic,Diesel,73561.0
opel,Opel Zafira,2011.0,4000.0,110.0,Manual,Diesel,192000.0
mercedes-benz,Mercedes-Benz E 250,2013.0,23990.0,204.0,Automatic,Petrol,52449.0
maserati,Maserati Levante,2018.0,67900.0,430.0,Automatic,Petrol,46300.0
bmw,BMW 220,2022.0,36190.0,190.0,Automatic,Diesel,30689.0
opel,Opel Zafira Life,2020.0,40990.0,122.0,Automatic,Diesel,19998.0
ford,Ford Mondeo,2014.0,8350.0,140.0,Manual,Diesel,168134.0
alfa-romeo,Alfa Romeo Giulia,2022.0,46990.0,200.0,Automatic,Petrol,20.0
alfa-romeo,Alfa Romeo GT,2004.0,1900.0,166.0,Manual,Petrol,240000.0
renault,Renault Espace,2016.0,15500.0,160.0,Automatic,Diesel,200022.0
mitsubishi,Mitsubishi Space Star,2023.0,17650.0,71.0,Manual,Petrol,2.0
mitsubishi,Mitsubishi Space Star,2018.0,8930.0,71.0,Manual,Petrol,68430.0
mazda,Mazda CX-60,2023.0,53550.0,254.0,Automatic,Diesel Hybrid,661.0
rover,Rover 45,2003.0,2869.0,109.0,Manual,Petrol,46250.0
mazda,Mazda,2023.0,37777.0,194.0,Automatic,Petrol,3100.0
seat,SEAT Leon,2016.0,12300.0,150.0,Manual,Diesel,175000.0
seat,SEAT Ibiza,2023.0,20970.0,110.0,Manual,Petrol,100.0
smart,smart forTwo,2014.0,13340.0,102.0,Automatic,Petrol,59900.0
mazda,Mazda 3,2022.0,23850.0,150.0,Manual,Petrol,19700.0
citroen,Citroen Jumpy,2018.0,24890.0,177.0,Automatic,Diesel,90000.0
mercedes-benz,Mercedes-Benz E 280,2006.0,16990.0,231.0,Automatic,Petrol,86976.0
mitsubishi,Mitsubishi Outlander,2019.0,24999.0,135.0,Automatic,Hybrid,44786.0
volvo,Volvo V70,2009.0,13999.0,145.0,Automatic,Petrol,144466.0
citroen,Citroen,2012.0,5590.0,90.0,Manual,Diesel,265000.0
saab,Saab 9-5,2003.0,6990.0,250.0,Manual,Petrol,263284.0
mazda,Mazda CX-60,2022.0,46990.0,192.0,Automatic,Hybrid,4000.0
smart,smart forTwo,2017.0,13600.0,71.0,Automatic,Petrol,22999.0
isuzu,Isuzu D-Max,2023.0,35788.0,163.0,Manual,Diesel,10.0
honda,Honda Jazz,2016.0,14990.0,102.0,Manual,Petrol,63580.0
mini,MINI Cooper S Countryman,2015.0,17940.0,190.0,Automatic,Petrol,99999.0
mini,MINI Cooper D Countryman,2020.0,29800.0,150.0,Automatic,Diesel,31800.0
jaguar,Jaguar I-Pace,2019.0,32799.0,400.0,Automatic,Electric,61000.0
honda,Honda HR-V,2023.0,35990.0,107.0,Automatic,Hybrid,560.0
volkswagen,Volkswagen Passat,2011.0,7690.0,122.0,Manual,Petrol,160726.0
mercedes-benz,Mercedes-Benz GLE 250,2015.0,35990.0,204.0,Automatic,Diesel,60500.0
seat,SEAT Ibiza,2023.0,20770.0,110.0,Manual,Petrol,100.0
renault,Renault Clio,2017.0,10380.0,110.0,Manual,Diesel,138556.0
volvo,Volvo XC60,2016.0,20999.0,190.0,Automatic,Diesel,125000.0
lada,Lada Vesta,2020.0,11000.0,106.0,Automatic,Petrol,20000.0
citroen,Citroen C5 Aircross,2019.0,24990.0,181.0,Automatic,Petrol,165663.0
infiniti,Infiniti QX70,2014.0,26500.0,238.0,Automatic,Diesel,85435.0
fiat,Fiat Grande Punto,2008.0,3600.0,77.0,Manual,Petrol,186000.0
jaguar,Jaguar XE,2020.0,26950.0,250.0,Automatic,Petrol,36900.0
hyundai,Hyundai TUCSON,2018.0,19900.0,132.0,Manual,Petrol,66200.0
daihatsu,Daihatsu Sirion,2004.0,2400.0,102.0,Manual,Petrol,137018.0
ford,Ford E-Transit,2023.0,59990.0,269.0,Automatic,Electric,10.0
land-rover,Land Rover Range Rover Evoque,2019.0,44870.0,241.0,Automatic,Diesel,14600.0
jaguar,Jaguar E-Pace,2020.0,30990.0,179.0,Manual,Diesel,37901.0
chevrolet,Chevrolet Trailblazer,2022.0,33960.0,156.0,Automatic,Petrol,15000.0
renault,Renault Kangoo,2017.0,9950.0,75.0,Manual,Diesel,82451.0
toyota,Toyota C-HR,2018.0,21690.0,122.0,Automatic,Hybrid,55835.0
land-rover,Land Rover Discovery Sport,2017.0,30682.0,150.0,Automatic,Diesel,83805.0
maserati,Maserati Ghibli,2017.0,42600.0,275.0,Automatic,Diesel,65100.0
ford,Ford S-Max,2018.0,17970.0,241.0,Automatic,Diesel,180300.0
peugeot,Peugeot 207,2010.0,4699.0,120.0,Manual,Petrol,134000.0
volkswagen,Volkswagen Passat Variant,2015.0,17490.0,150.0,Manual,Diesel,85000.0
saab,Saab 9-3,2000.0,2000.0,150.0,Manual,Petrol,256000.0
opel,Opel Grandland,2023.0,34580.0,131.0,Automatic,Petrol,11.0
ford,Ford Focus,2014.0,6950.0,101.0,Manual,Petrol,109918.0
peugeot,Peugeot 206,2010.0,3990.0,60.0,Manual,Petrol,110585.0
dodge,Dodge Charger,2015.0,22950.0,296.0,Automatic,Petrol,94123.0
mitsubishi,Mitsubishi Space Star,2021.0,10980.0,71.0,Manual,Petrol,11630.0
volkswagen,Volkswagen Passat,2009.0,8990.0,170.0,Manual,Diesel,147397.0
maserati,Maserati Ghibli,2019.0,68500.0,349.0,Automatic,Petrol,13649.0
volvo,Volvo S60,2020.0,27900.0,190.0,Automatic,Petrol,109553.0
mercedes-benz,Mercedes-Benz C 63 AMG,2020.0,79999.0,510.0,Automatic,Petrol,14000.0
jeep,Jeep Renegade,2022.0,43990.0,241.0,Automatic,Hybrid,15990.0
lancia,Lancia Phedra,2007.0,1990.0,136.0,Manual,Diesel,243940.0
citroen,Citroen Nemo,2009.0,6499.0,73.0,Manual,Petrol,87615.0
jaguar,Jaguar F-Pace,2018.0,38844.0,179.0,Automatic,Diesel,52050.0
renault,Renault Twingo,2017.0,7750.0,71.0,Manual,Petrol,81195.0
honda,Honda Jazz,2006.0,3400.0,83.0,Manual,Petrol,140350.0
dacia,Dacia Jogger,2023.0,20111.0,110.0,Manual,Petrol,50.0
seat,SEAT Tarraco,2023.0,45188.0,190.0,Automatic,Petrol,10.0
mercedes-benz,Mercedes-Benz ML 350,2014.0,23900.0,258.0,Automatic,Diesel,272000.0
toyota,Toyota Yaris,2022.0,26990.0,116.0,Automatic,Hybrid,1500.0
peugeot,Peugeot 308,2020.0,22490.0,131.0,Manual,Diesel,53626.0
smart,smart forTwo,2008.0,4899.0,84.0,Automatic,Petrol,100000.0
opel,Opel Meriva,2015.0,9990.0,110.0,Manual,Diesel,57000.0
alfa-romeo,Alfa Romeo Giulietta,2012.0,6990.0,140.0,Manual,Diesel,149300.0
honda,Honda e,2020.0,29980.0,154.0,Automatic,Electric,18500.0
alfa-romeo,Alfa Romeo Giulietta,2012.0,6989.0,140.0,Manual,Diesel,141332.0
mitsubishi,Mitsubishi ASX,2017.0,16900.0,117.0,Manual,Petrol,56982.0
bentley,Bentley Continental GT,2008.0,48900.0,559.0,Automatic,Petrol,118000.0
mini,MINI One Cabrio,2020.0,22690.0,102.0,Manual,Petrol,17500.0
smart,smart forTwo,2008.0,4490.0,71.0,Automatic,Petrol,83210.0
volvo,Volvo V60,2016.0,16999.0,190.0,Manual,Diesel,100000.0
peugeot,Peugeot 308,2021.0,25200.0,131.0,Automatic,Diesel,23608.0
bmw,BMW 116,2007.0,5000.0,122.0,Manual,Petrol,168058.0
lancia,Lancia MUSA,2012.0,5470.0,95.0,Manual,Petrol,114000.0
audi,Audi A3,2017.0,16000.0,150.0,Manual,Diesel,151000.0
volvo,Volvo XC60,2018.0,29900.0,190.0,Manual,Diesel,96473.0
renault,Renault Modus,2005.0,1000.0,88.0,Manual,Petrol,232000.0
smart,smart forTwo,2010.0,5925.0,71.0,Automatic,Petrol,50000.0
lada,Lada Niva,2014.0,3795.0,83.0,Manual,Petrol,62600.0
porsche,Porsche 911,2006.0,75000.0,355.0,Manual,Petrol,44000.0
ford,Ford Ranger,2018.0,30499.0,200.0,Automatic,Diesel,109000.0
infiniti,Infiniti Q30,2016.0,17490.0,109.0,Automatic,Diesel,64900.0
jaguar,Jaguar E-Pace,2018.0,24900.0,150.0,Manual,Diesel,75000.0
volkswagen,Volkswagen Beetle,2012.0,6350.0,105.0,Manual,Diesel,260000.0
citroen,Citroen C5 X,2022.0,37744.0,224.0,Automatic,Hybrid,10.0
jeep,Jeep Gladiator,2021.0,59800.0,264.0,Automatic,Diesel,13600.0
volkswagen,Volkswagen Golf,2008.0,4400.0,105.0,Manual,Diesel,247000.0
