brand,model,year,price_in_euro,power_ps,transmission_type,fuel_type,mileage_in_km
volvo,Volvo V90,2017.0,34900.0,235.0,Automatic,Diesel,57200.0
saab,Saab 9-3,2007.0,9999.0,275.0,Manual,Petrol,184980.0
hyundai,Hyundai i20,2017.0,13500.0,120.0,Manual,Petrol,87762.0
kia,Kia XCeed,2021.0,22900.0,105.0,Automatic,Hybrid,43523.0
peugeot,Peugeot 2008,2019.0,15750.0,131.0,Manual,Petrol,53530.0
peugeot,Peugeot 3008,2019.0,24290.0,131.0,Automatic,Petrol,65620.0
land-rover,Land Rover Range Rover Sport,2018.0,44950.0,249.0,Automatic,Diesel,130000.0
opel,Opel Astra,2012.0,5800.0,140.0,Manual,Petrol,176064.0
toyota,Toyota Aygo,2019.0,12490.0,72.0,Manual,Petrol,24500.0
isuzu,Isuzu D-Max,2023.0,44850.0,163.0,Automatic,Diesel,20.0
mazda,Mazda CX-30,2022.0,31200.0,150.0,Automatic,Petrol,7720.0
dacia,Dacia Sandero,2015.0,7900.0,75.0,Manual,Petrol,170077.0
peugeot,Peugeot,2017.0,22485.0,131.0,Manual,Diesel,134200.0
hyundai,Hyundai i30,2023.0,26890.0,160.0,Manual,Hybrid,6.0
kia,Kia ProCeed / pro_cee'd,2023.0,32850.0,159.0,Automatic,Petrol,1614.0
fiat,Fiat 500,2016.0,9850.0,69.0,Manual,Petrol,38510.0
aston-martin,Aston Martin Rapide,2010.0,72941.0,476.0,Automatic,Petrol,28500.0
smart,smart forTwo,2014.0,7900.0,84.0,Automatic,Petrol,95000.0
fiat,Fiat 500X,2020.0,19950.0,120.0,Manual,Petrol,54422.0
bmw,BMW 120,2018.0,21700.0,184.0,Manual,Petrol,60000.0
fiat,Fiat 500C,2016.0,11490.0,69.0,Manual,Petrol,55500.0
mitsubishi,Mitsubishi ASX,2023.0,32490.0,158.0,Automatic,Petrol,8000.0
volvo,Volvo S90,2019.0,26950.0,190.0,Automatic,Petrol,82000.0
ford,Ford Fiesta,2017.0,31790.0,125.0,Manual,Petrol,104065.0
honda,Honda Jazz,2017.0,14990.0,102.0,Manual,Petrol,85300.0
jeep,Jeep Renegade,2023.0,26399.0,131.0,Automatic,Hybrid,10.0
ford,Ford Fiesta,2012.0,6000.0,60.0,Manual,Petrol,126500.0
jeep,Jeep Renegade,2020.0,24900.0,179.0,Automatic,Petrol,40200.0
jeep,Jeep Renegade,2015.0,11990.0,140.0,Manual,Petrol,166317.0
skoda,Skoda Kodiaq,2017.0,24850.0,190.0,Automatic,Diesel,135000.0
volkswagen,Volkswagen T-Roc,2021.0,30140.0,150.0,Manual,Petrol,2685.0
fiat,Fiat Tipo,2022.0,27990.0,131.0,Automatic,Petrol,10000.0
mazda,Mazda MX-30,2023.0,28490.0,145.0,Automatic,Electric,10.0
volvo,Volvo XC40,2019.0,24990.0,150.0,Automatic,Diesel,133000.0
seat,SEAT Ibiza,2014.0,7900.0,86.0,Manual,Petrol,100000.0
mini,MINI John Cooper Works,2020.0,18930.0,231.0,Manual,Petrol,14234.0
peugeot,Peugeot 108,2015.0,7400.0,69.0,Manual,Petrol,67353.0
seat,SEAT Leon,2020.0,22140.0,131.0,Manual,Petrol,12790.0
maserati,Maserati Ghibli,2015.0,25900.0,349.0,Automatic,Petrol,90000.0
daihatsu,Daihatsu Sirion,2021.0,5980.0,88.0,Manual,Petrol,1100.0
mini,MINI Cooper,2020.0,20649.0,136.0,Automatic,Petrol,28450.0
opel,Opel Insignia,2021.0,21950.0,174.0,Manual,Diesel,59900.0
hyundai,Hyundai TUCSON,2023.0,33790.0,179.0,Manual,Petrol,20.0
ssangyong,SsangYong Korando,2019.0,18390.0,178.0,Automatic,Diesel,45826.0
volkswagen,Volkswagen Taigo,2022.0,27460.0,110.0,Automatic,Petrol,8950.0
mazda,Mazda 3,2018.0,15499.0,184.0,Automatic,Petrol,63200.0
citroen,Citroen DS4,2016.0,11130.0,131.0,Manual,Petrol,88322.0
citroen,Citroen C5 Aircross,2023.0,39690.0,131.0,Automatic,Diesel,10.0
mitsubishi,Mitsubishi Space Star,2021.0,15900.0,80.0,Manual,Petrol,2700.0
mazda,Mazda 2,2020.0,13900.0,75.0,Manual,Petrol,30000.0
honda,Honda Jazz,2020.0,22750.0,98.0,Automatic,Petrol,21100.0
rover,Rover 75,2003.0,2999.0,177.0,Automatic,Petrol,124000.0
fiat,Fiat 500,2019.0,15500.0,69.0,Automatic,Petrol,12228.0
fiat,Fiat 500,2023.0,18340.0,69.0,Manual,Petrol,50.0
honda,Honda CR-V,2022.0,34999.0,184.0,Automatic,Hybrid,8350.0
dodge,Dodge Durango,2020.0,48287.0,364.0,Automatic,Petrol,69376.0
mazda,Mazda 2,2012.0,6990.0,75.0,Manual,Petrol,102500.0
mazda,Mazda MX-5,2023.0,28990.0,132.0,Manual,Petrol,6.0
dodge,Dodge Challenger,2018.0,40900.0,492.0,Automatic,Petrol,49936.0
nissan,Nissan Qashqai,2011.0,9690.0,117.0,Manual,Petrol,124420.0
mazda,Mazda CX-5,2022.0,34990.0,184.0,Automatic,Diesel,16337.0
audi,Audi A3,2011.0,10999.0,105.0,Manual,Petrol,104000.0
alfa-romeo,Alfa Romeo Stelvio,2023.0,55900.0,209.0,Automatic,Diesel,3600.0
hyundai,Hyundai Getz,2007.0,1200.0,67.0,Manual,Petrol,161742.0
nissan,Nissan Qashqai,2023.0,38490.0,158.0,Automatic,Hybrid,15.0
bentley,Bentley Continental GT,2011.0,68999.0,575.0,Automatic,Petrol,18500.0
mazda,Mazda 6,2020.0,25990.0,165.0,Manual,Petrol,44427.0
seat,SEAT Leon,2016.0,15990.0,184.0,Automatic,Diesel,127000.0
peugeot,Peugeot Boxer,2023.0,35488.0,140.0,Manual,Diesel,10.0
land-rover,Land Rover Range Rover Evoque,2017.0,28500.0,150.0,Manual,Diesel,120000.0
kia,Kia Carens,2015.0,10950.0,136.0,Manual,Diesel,67620.0
fiat,Fiat 500e,2022.0,33490.0,118.0,Automatic,Electric,1000.0
volkswagen,Volkswagen Polo,2006.0,2999.0,54.0,Manual,Petrol,173500.0
isuzu,Isuzu D-Max,2022.0,37990.0,163.0,Automatic,Diesel,22200.0
honda,Honda CR-V,2005.0,4899.0,140.0,Manual,Diesel,260000.0
opel,Opel Insignia,2020.0,17900.0,136.0,Automatic,Diesel,61000.0
dodge,Dodge Challenger,2023.0,60700.0,377.0,Automatic,Petrol,689.0
renault,Renault Kangoo,2009.0,5490.0,106.0,Manual,Petrol,155000.0
dacia,Dacia Sandero,2009.0,4099.0,87.0,Manual,Petrol,162233.0
honda,Honda CR-V,2022.0,41490.0,184.0,Automatic,Hybrid,5900.0
land-rover,Land Rover Discovery Sport,2016.0,24950.0,179.0,Manual,Diesel,150123.0
jeep,Jeep Renegade,2023.0,35900.0,131.0,Automatic,Petrol,150.0
ssangyong,SsangYong Korando,2016.0,12200.0,178.0,Automatic,Diesel,129900.0
honda,Honda HR-V,2016.0,17970.0,131.0,Manual,Petrol,57303.0
saab,Saab 9-3,2007.0,12200.0,150.0,Automatic,Petrol,105000.0
fiat,Fiat,2019.0,24400.0,140.0,Automatic,Petrol,8830.0
mini,MINI Cooper,2019.0,19910.0,136.0,Manual,Petrol,31820.0
volkswagen,Volkswagen Touareg,2015.0,22500.0,262.0,Automatic,Diesel,171307.0
opel,Opel Astra,2014.0,8900.0,136.0,Manual,Diesel,137500.0
volvo,Volvo V50,2011.0,3999.0,150.0,Manual,Diesel,274000.0
audi,Audi A4,2019.0,20900.0,150.0,Automatic,Diesel,114800.0
smart,smart forTwo,2012.0,6700.0,71.0,Automatic,Petrol,73000.0
renault,Renault Kadjar,2022.0,23788.0,140.0,Manual,Petrol,25525.0
mercedes-benz,Mercedes-Benz C 180,2007.0,7500.0,156.0,Manual,Petrol,162000.0
porsche,Porsche Cayenne,2017.0,49999.0,385.0,Automatic,Diesel,86000.0
citroen,Citroen C4,2022.0,24480.0,131.0,Automatic,Petrol,17521.0
smart,smart forTwo,2018.0,13900.0,71.0,Automatic,Petrol,31037.0
mazda,Mazda CX-5,2016.0,16337.0,165.0,Manual,Petrol,127739.0
renault,Renault Talisman,2019.0,10950.0,200.0,Automatic,Diesel,34500.0
daewoo,Daewoo Lacetti,2004.0,2290.0,122.0,Manual,Petrol,97000.0
mini,MINI Cooper SE,2021.0,43850.0,184.0,Automatic,Electric,12462.0
audi,Audi A3,2003.0,2599.0,102.0,Manual,Petrol,163000.0
porsche,Porsche Boxster,2018.0,69900.0,366.0,Automatic,Petrol,76500.0
opel,Opel Corsa,2007.0,4100.0,90.0,Manual,Petrol,147000.0
mitsubishi,Mitsubishi Space Star,2023.0,17775.0,71.0,Automatic,Petrol,1500.0
volkswagen,Volkswagen Golf,2016.0,12300.0,110.0,Manual,Petrol,65500.0
lada,Lada Niva,2022.0,21780.0,80.0,Manual,Petrol,50.0
lada,Lada Niva,2021.0,18590.0,83.0,Manual,Petrol,100.0
volkswagen,Volkswagen Caddy,2010.0,10790.0,80.0,Manual,Petrol,66000.0
dacia,Dacia Sandero,2023.0,19599.0,91.0,Manual,LPG,6.0
smart,smart forTwo,2014.0,8750.0,71.0,Automatic,Petrol,26700.0
fiat,Fiat Panda,2023.0,15790.0,71.0,Manual,Hybrid,99.0
jaguar,Jaguar E-Pace,2019.0,27986.0,179.0,Automatic,Diesel,47390.0
opel,Opel Astra,2012.0,5450.0,110.0,Manual,Diesel,169521.0
honda,Honda Civic,2019.0,19970.0,120.0,Manual,Diesel,48000.0
skoda,Skoda Superb,2020.0,38960.0,190.0,Automatic,Diesel,37000.0
audi,Audi A3,2020.0,23890.0,150.0,Automatic,Hybrid,25075.0
hyundai,Hyundai iX20,2017.0,12400.0,90.0,Manual,Petrol,47900.0
volkswagen,Volkswagen T5 Multivan,2012.0,18490.0,179.0,Automatic,Diesel,279000.0
alfa-romeo,Alfa Romeo Stelvio,2018.0,32850.0,280.0,Automatic,Petrol,77960.0
alfa-romeo,Alfa Romeo Giulia,2022.0,54490.0,209.0,Automatic,Diesel,50.0
kia,Kia Picanto,2021.0,17990.0,84.0,Automatic,Petrol,1884.0
volvo,Volvo V90 Cross Country,2018.0,31950.0,190.0,Automatic,Diesel,75893.0
seat,SEAT Ibiza,2019.0,18440.0,116.0,Automatic,Petrol,35163.0
nissan,Nissan Qashqai,2019.0,21650.0,158.0,Automatic,Petrol,58826.0
opel,Opel Insignia,2015.0,9580.0,170.0,Automatic,Diesel,192514.0
alfa-romeo,Alfa Romeo Giulietta,2017.0,15490.0,120.0,Manual,Petrol,9262.0
mitsubishi,Mitsubishi ASX,2023.0,34391.0,143.0,Automatic,Petrol,10.0
saab,Saab 9-3,2007.0,15900.0,150.0,Manual,Petrol,90000.0
dacia,Dacia Duster,2020.0,19990.0,150.0,Manual,Petrol,27700.0
mini,MINI Cooper S Roadster,2013.0,18500.0,184.0,Automatic,Petrol,100000.0
toyota,Toyota RAV 4,2016.0,20490.0,151.0,Manual,Petrol,51700.0
mercedes-benz,Mercedes-Benz E 200,2007.0,5700.0,136.0,Manual,Diesel,212000.0
mercedes-benz,Mercedes-Benz A 200,2019.0,23950.0,163.0,Manual,Petrol,38049.0
volvo,Volvo V90 Cross Country,2018.0,36900.0,235.0,Automatic,Diesel,81874.0
citroen,Citroen C3,2021.0,16990.0,110.0,Manual,Petrol,24422.0
renault,Renault Megane,2007.0,1799.0,131.0,Manual,Diesel,233253.0
nissan,Nissan Qashqai,2023.0,34890.0,158.0,Automatic,Petrol,10.0
hyundai,Hyundai KONA,2021.0,29990.0,204.0,Automatic,Electric,21800.0
mini,MINI Cooper S,2017.0,17000.0,192.0,Manual,Petrol,80000.0
dacia,Dacia Logan,2012.0,6250.0,84.0,Manual,Petrol,88000.0
honda,Honda Civic,2020.0,35999.0,320.0,Manual,Petrol,52586.0
skoda,Skoda Superb,2008.0,5950.0,160.0,Manual,Petrol,159895.0
mazda,Mazda 5,2006.0,5890.0,145.0,Manual,Petrol,149896.0
mitsubishi,Mitsubishi Space Star,2019.0,12990.0,80.0,Automatic,Petrol,31566.0
mazda,Mazda 3,2020.0,25980.0,122.0,Manual,Petrol,16040.0
land-rover,Land Rover Range Rover Evoque,2020.0,38900.0,150.0,Automatic,Diesel,45000.0
citroen,Citroen C4,2007.0,2180.0,88.0,Manual,Petrol,137957.0
citroen,Citroen C4,2022.0,20977.0,131.0,Automatic,Diesel,5.0
toyota,Toyota Yaris Cross,2023.0,23490.0,116.0,Automatic,Hybrid,1000.0
saab,Saab 9-3,2005.0,6500.0,209.0,Automatic,Petrol,269000.0
chevrolet,Chevrolet Camaro,2020.0,33990.0,300.0,Automatic,Petrol,16500.0
peugeot,Peugeot 3008,2021.0,35538.0,299.0,Automatic,Hybrid,13180.0
smart,smart forFour,2019.0,14290.0,71.0,Automatic,Petrol,20292.0
opel,Opel Mokka X,2018.0,16990.0,140.0,Manual,Petrol,49700.0
ssangyong,SsangYong Tivoli,2023.0,25945.0,163.0,Manual,Petrol,25.0
jaguar,Jaguar XE,2018.0,22750.0,179.0,Automatic,Diesel,42550.0
saab,Saab 9-5,2011.0,15500.0,190.0,Manual,Diesel,163000.0
bentley,Bentley Flying Spur,2012.0,79990.0,610.0,Automatic,Petrol,83000.0
mercedes-benz,Mercedes-Benz C 200,2009.0,8900.0,136.0,Automatic,Diesel,185000.0
ssangyong,SsangYong Korando,2019.0,17890.0,136.0,Automatic,Diesel,44975.0
dodge,Dodge Durango,2019.0,54990.0,364.0,Automatic,Petrol,49800.0
fiat,Fiat 500,2023.0,18199.0,69.0,Manual,Petrol,2.0
dacia,Dacia Sandero,2014.0,8500.0,90.0,Manual,Petrol,89214.0
bmw,BMW 120,2012.0,14990.0,170.0,Manual,Petrol,98000.0
toyota,Toyota Auris,2016.0,11500.0,109.0,Manual,Petrol,116000.0
lancia,Lancia Y,2002.0,1700.0,60.0,Manual,Petrol,139000.0
skoda,Skoda Octavia,2020.0,26899.0,150.0,Automatic,Diesel,58654.0
mini,MINI Cooper SD Countryman,2018.0,26950.0,190.0,Automatic,Diesel,68250.0
renault,Renault Megane,2016.0,17488.0,132.0,Manual,Petrol,49500.0
mazda,Mazda CX-3,2017.0,17990.0,120.0,Manual,Petrol,21661.0
isuzu,Isuzu D-Max,2021.0,36790.0,163.0,Automatic,Diesel,33985.0
peugeot,Peugeot Partner,2018.0,26890.0,99.0,Manual,Diesel,53950.0
land-rover,Land Rover Range Rover Evoque,2023.0,64499.0,309.0,Automatic,Hybrid,4900.0
nissan,Nissan Micra,2011.0,6950.0,80.0,Manual,Petrol,58677.0
seat,SEAT Leon,2020.0,24900.0,204.0,Automatic,Hybrid,10000.0
audi,Audi A1,2021.0,32730.0,150.0,Automatic,Petrol,3000.0
porsche,Porsche Macan,2014.0,44800.0,258.0,Automatic,Diesel,94350.0
volkswagen,Volkswagen Golf,2013.0,9900.0,105.0,Manual,Petrol,131000.0
smart,smart forTwo,2016.0,11999.0,71.0,Automatic,Petrol,67999.0
saab,Saab 9-3,2002.0,3995.0,125.0,Manual,Diesel,159600.0
opel,Opel,2013.0,10400.0,101.0,Manual,Petrol,47351.0
isuzu,Isuzu D-Max,2022.0,55323.0,163.0,Automatic,Diesel,19000.0
jeep,Jeep Wrangler,2020.0,53490.0,272.0,Automatic,Petrol,26900.0
maserati,Maserati Ghibli,2021.0,67498.0,330.0,Automatic,Petrol,15000.0
chevrolet,Chevrolet Camaro,2018.0,42900.0,275.0,Automatic,Petrol,20800.0
bmw,BMW 430,2018.0,31800.0,252.0,Automatic,Petrol,38800.0
audi,Audi Q7,2015.0,37500.0,245.0,Automatic,Diesel,92191.0
infiniti,Infiniti EX30,2010.0,10500.0,238.0,Automatic,Diesel,182289.0
hyundai,Hyundai i30,2021.0,19650.0,120.0,Automatic,Petrol,51750.0
fiat,Fiat 500,2023.0,18780.0,69.0,Manual,Hybrid,1.0
peugeot,Peugeot 807,2006.0,2800.0,128.0,Manual,Diesel,278000.0
honda,Honda Jazz,2020.0,20000.0,109.0,Automatic,Hybrid,47200.0
mercedes-benz,Mercedes-Benz E 200,2001.0,10500.0,163.0,Manual,Petrol,102000.0
hyundai,Hyundai i40,2018.0,15580.0,165.0,Manual,Petrol,90499.0
land-rover,Land Rover Range Rover Evoque,2020.0,45450.0,179.0,Automatic,Diesel,27100.0
seat,SEAT Ibiza,2019.0,14890.0,95.0,Manual,Petrol,64328.0
honda,Honda CR-V,2023.0,43980.0,184.0,Automatic,Hybrid,10.0
bmw,BMW 118,2009.0,8290.0,143.0,Automatic,Petrol,158500.0
honda,Honda Jazz,2009.0,5495.0,99.0,Manual,Petrol,138812.0
skoda,Skoda Octavia,2018.0,15900.0,116.0,Manual,Diesel,102500.0
porsche,Porsche Boxster,2011.0,30999.0,256.0,Manual,Petrol,138000.0
seat,SEAT Ateca,2023.0,35440.0,150.0,Automatic,Petrol,15.0
bmw,BMW 330,2002.0,10500.0,231.0,Manual,Petrol,178000.0
alfa-romeo,Alfa Romeo,2022.0,39900.0,131.0,Automatic,Petrol,18500.0
opel,Opel Corsa,2023.0,21590.0,101.0,Manual,Petrol,4999.0
maserati,Maserati Levante,2020.0,64990.0,275.0,Automatic,Diesel,70000.0
audi,Audi A8,2017.0,51800.0,286.0,Automatic,Diesel,111189.0
ford,Ford Focus,2002.0,599.0,101.0,Manual,Petrol,147000.0
dacia,Dacia Sandero,2022.0,16990.0,91.0,Manual,Petrol,9.0
bmw,BMW Z4,2010.0,25888.0,204.0,Manual,Petrol,52099.0
honda,Honda CR-V,2020.0,30995.0,145.0,Automatic,Hybrid,65460.0
peugeot,Peugeot 208,2023.0,24990.0,101.0,Automatic,Petrol,9000.0
isuzu,Isuzu D-Max,2023.0,36962.0,163.0,Manual,Diesel,10.0
mercedes-benz,Mercedes-Benz Vito,2013.0,10809.0,95.0,Manual,Diesel,218000.0
jaguar,Jaguar E-Pace,2019.0,37850.0,249.0,Automatic,Petrol,63500.0
citroen,Citroen C5 Aircross,2022.0,25180.0,224.0,Automatic,Hybrid,10934.0
porsche,Porsche Macan,2016.0,52900.0,360.0,Automatic,Petrol,73000.0
land-rover,Land Rover Discovery Sport,2020.0,35880.0,150.0,Automatic,Diesel,46968.0
ford,Ford S-Max,2021.0,37440.0,190.0,Automatic,Diesel,29000.0
seat,SEAT Ibiza,2022.0,23500.0,150.0,Automatic,Petrol,35867.0
jaguar,Jaguar XE,2023.0,55588.0,250.0,Automatic,Petrol,6505.0
ssangyong,SsangYong XLV,2017.0,15850.0,128.0,Automatic,Petrol,33500.0
mitsubishi,Mitsubishi ASX,2017.0,16439.0,117.0,Manual,Petrol,72773.0
peugeot,Peugeot 108,2019.0,11430.0,72.0,Manual,Petrol,33710.0
peugeot,Peugeot 2008,2018.0,15800.0,110.0,Manual,Petrol,58000.0
opel,Opel Corsa,2009.0,7890.0,90.0,Automatic,Petrol,59000.0
fiat,Fiat Doblo,2014.0,3980.0,101.0,Manual,Diesel,388245.0
skoda,Skoda Octavia,2018.0,16999.0,150.0,Automatic,Diesel,125000.0
mitsubishi,Mitsubishi ASX,2020.0,19980.0,150.0,Automatic,Petrol,16908.0
saab,Saab 9-3,2005.0,2500.0,250.0,Automatic,Petrol,275000.0
peugeot,Peugeot 3008,2012.0,10900.0,163.0,Automatic,Diesel Hybrid,138000.0
hyundai,Hyundai i10,2020.0,16950.0,84.0,Automatic,Petrol,16000.0
seat,SEAT Ibiza,2023.0,18680.0,95.0,Manual,Petrol,57.0
dacia,Dacia Logan,2019.0,13970.0,90.0,Manual,Petrol,59711.0
seat,SEAT Ateca,2023.0,34047.0,150.0,Manual,Petrol,10.0
dacia,Dacia Sandero,2023.0,17645.0,91.0,Manual,LPG,10.0
mini,MINI Cooper Roadster,2012.0,10950.0,122.0,Manual,Petrol,130000.0
peugeot,Peugeot Rifter,2023.0,39750.0,136.0,Automatic,Electric,1500.0
mini,MINI Cooper,2018.0,19411.0,136.0,Automatic,Petrol,72354.0
nissan,Nissan Qashqai,2021.0,25798.0,158.0,Manual,Petrol,33100.0
volkswagen,Volkswagen Golf,2014.0,11990.0,150.0,Manual,Diesel,141500.0
mazda,Mazda 5,2014.0,13980.0,150.0,Manual,Petrol,67500.0
honda,Honda CR-V,2019.0,25950.0,145.0,Automatic,Hybrid,61075.0
saab,Saab 9-3,2008.0,7499.0,179.0,Automatic,Diesel,260520.0
maserati,Maserati Ghibli,2020.0,49900.0,349.0,Automatic,Petrol,37900.0
ford,Ford Focus,2018.0,11495.0,105.0,Manual,Diesel,115000.0
bmw,BMW 435,2015.0,39690.0,306.0,Manual,Petrol,18800.0
peugeot,Peugeot 3008,2020.0,37990.0,299.0,Automatic,Hybrid,50500.0
volkswagen,Volkswagen Tiguan,2021.0,48500.0,320.0,Automatic,Petrol,31019.0
smart,smart forTwo,2021.0,19866.0,82.0,Automatic,Electric,3933.0
hyundai,Hyundai i20,2016.0,9550.0,84.0,Manual,Petrol,44000.0
volvo,Volvo XC60,2019.0,37880.0,250.0,Automatic,Petrol,36570.0
jaguar,Jaguar F-Pace,2022.0,58988.0,250.0,Automatic,Petrol,10.0
dacia,Dacia Logan,2018.0,14990.0,90.0,Automatic,Petrol,64997.0
seat,SEAT Ibiza,2009.0,5650.0,69.0,Manual,Petrol,92000.0
lada,Lada Taiga,2022.0,16990.0,83.0,Manual,Petrol,15.0
audi,Audi A3,2014.0,18170.0,110.0,Automatic,Petrol,57009.0
ford,Ford C-Max,2012.0,8499.0,150.0,Manual,Petrol,124335.0
kia,Kia Sorento,2013.0,14990.0,197.0,Automatic,Diesel,169675.0
bmw,BMW 440,2023.0,71490.0,374.0,Automatic,Petrol,100.0
dodge,Dodge RAM,2023.0,57870.0,401.0,Automatic,Petrol,54.0
mitsubishi,Mitsubishi Outlander,2017.0,18440.0,150.0,Manual,Petrol,57374.0
smart,smart forTwo,2019.0,17250.0,71.0,Automatic,Petrol,31496.0
kia,Kia Stinger,2019.0,39930.0,370.0,Automatic,Petrol,42800.0
skoda,Skoda Karoq,2022.0,37890.0,150.0,Automatic,Petrol,5000.0
porsche,Porsche Cayenne,2014.0,29500.0,245.0,Automatic,Diesel,207300.0
peugeot,Peugeot 308,2015.0,8990.0,120.0,Manual,Diesel,155000.0
hyundai,Hyundai i30,2021.0,23499.0,159.0,Manual,Petrol,29995.0
renault,Renault Clio,2022.0,18980.0,140.0,Automatic,Hybrid,1500.0
opel,Opel Meriva,2005.0,3650.0,90.0,Manual,Petrol,112000.0
opel,Opel Combo,2023.0,25466.0,102.0,Manual,Diesel,10.0
mitsubishi,Mitsubishi Space Star,2019.0,5900.0,71.0,Manual,Petrol,107000.0
hyundai,Hyundai KONA,2021.0,32990.0,204.0,Automatic,Electric,20500.0
daihatsu,Daihatsu Terios,2009.0,8970.0,105.0,Manual,Petrol,99094.0
jaguar,Jaguar XF,2018.0,28950.0,241.0,Automatic,Diesel,79000.0
seat,SEAT Alhambra,2018.0,18899.0,150.0,Automatic,Diesel,171500.0
skoda,Skoda Fabia,2017.0,10900.0,75.0,Manual,Petrol,70900.0
mini,MINI Cooper S Cabrio,2019.0,24500.0,192.0,Automatic,Petrol,57000.0
infiniti,Infiniti FX,2011.0,11500.0,238.0,Automatic,Diesel,280000.0
mercedes-benz,Mercedes-Benz C 200,2011.0,12500.0,184.0,Automatic,Petrol,126000.0
isuzu,Isuzu D-Max,2020.0,52896.0,163.0,Automatic,Diesel,1622.0
toyota,Toyota Proace,2023.0,59950.0,177.0,Automatic,Diesel,5.0
ford,Ford Fiesta,2012.0,5700.0,82.0,Manual,Petrol,145000.0
ford,Ford Kuga,2015.0,11690.0,150.0,Manual,Petrol,149585.0
bmw,BMW Z4,2019.0,48992.0,340.0,Manual,Petrol,43158.0
audi,Audi A8,2005.0,14990.0,334.0,Automatic,Petrol,217000.0
alfa-romeo,Alfa Romeo Stelvio,2019.0,49950.0,510.0,Automatic,Petrol,83780.0
dacia,Dacia Dokker,2017.0,10980.0,102.0,Manual,Petrol,95687.0
fiat,Fiat 500,2018.0,17890.0,165.0,Manual,Petrol,54546.0
bmw,BMW 225,2020.0,27200.0,224.0,Automatic,Hybrid,55600.0
peugeot,Peugeot 508,2019.0,26490.0,224.0,Automatic,Petrol,82000.0
dodge,Dodge Caliber,2010.0,6880.0,140.0,Manual,Diesel,127800.0
volvo,Volvo V60 Cross Country,2021.0,42950.0,197.0,Automatic,Diesel,20063.0
jaguar,Jaguar E-Pace,2019.0,26999.0,150.0,Automatic,Diesel,62381.0
mitsubishi,Mitsubishi Eclipse Cross,2022.0,41990.0,98.0,Automatic,Hybrid,4.0
mini,MINI Cooper,2015.0,15450.0,122.0,Manual,Petrol,70600.0
skoda,Skoda Octavia,2022.0,29850.0,150.0,Manual,Petrol,6920.0
jeep,Jeep Grand Cherokee,2018.0,49999.0,468.0,Automatic,Petrol,83000.0
skoda,Skoda Fabia,2020.0,16670.0,95.0,Manual,Petrol,16045.0
land-rover,Land Rover Range Rover Sport,2016.0,39910.0,258.0,Automatic,Diesel,31182.0
seat,SEAT Arona,2019.0,17760.0,95.0,Automatic,Diesel,42086.0
dacia,Dacia Sandero,2023.0,19599.0,91.0,Manual,LPG,9.0
citroen,Citroen Jumper,2019.0,24900.0,163.0,Manual,Diesel,104066.0
bmw,BMW 318,2000.0,10900.0,116.0,Automatic,Petrol,128000.0
honda,Honda Civic,2018.0,37299.0,320.0,Manual,Petrol,34000.0
ford,Ford Focus,2007.0,3500.0,101.0,Manual,Petrol,157000.0
bmw,BMW 116,2011.0,9000.0,136.0,Manual,Petrol,143300.0
jaguar,Jaguar F-Pace,2019.0,26600.0,300.0,Automatic,Diesel,62000.0
alfa-romeo,Alfa Romeo Stelvio,2019.0,33050.0,209.0,Automatic,Diesel,25100.0
jeep,Jeep Cherokee,2020.0,34990.0,194.0,Automatic,Diesel,31500.0
lancia,Lancia Delta,2009.0,5990.0,165.0,Manual,Diesel,175807.0
mitsubishi,Mitsubishi Eclipse Cross,2022.0,39030.0,98.0,Automatic,Hybrid,10.0
fiat,Fiat 500,2017.0,10499.0,86.0,Manual,Petrol,77500.0
hyundai,Hyundai i30,2013.0,13990.0,135.0,Automatic,Petrol,65000.0
peugeot,Peugeot 2008,2023.0,36990.0,136.0,Automatic,Electric,10.0
dodge,Dodge RAM,2019.0,59800.0,401.0,Automatic,LPG,105600.0
land-rover,Land Rover Range Rover Sport,2014.0,26490.0,292.0,Automatic,Diesel,221455.0
honda,Honda Civic,2009.0,5800.0,140.0,Manual,Petrol,160000.0
hyundai,Hyundai KONA,2022.0,36990.0,204.0,Automatic,Electric,17800.0
mitsubishi,Mitsubishi Eclipse Cross,2019.0,23990.0,163.0,Automatic,Petrol,27600.0
mazda,Mazda 3,2015.0,14990.0,120.0,Manual,Petrol,48000.0
skoda,Skoda Fabia,2020.0,11450.0,95.0,Manual,Petrol,99000.0
skoda,Skoda Fabia,2022.0,20520.0,95.0,Manual,Petrol,4788.0
seat,SEAT Ibiza,2020.0,16500.0,95.0,Manual,Petrol,15871.0
isuzu,Isuzu D-Max,2019.0,34490.0,163.0,Automatic,Diesel,21900.0
peugeot,Peugeot 3008,2023.0,43990.0,131.0,Automatic,Petrol,3500.0
peugeot,Peugeot 3008,2019.0,19990.0,131.0,Manual,Petrol,60000.0
renault,Renault Clio,2016.0,10990.0,118.0,Manual,Petrol,109000.0
maserati,Maserati Levante,2019.0,59000.0,275.0,Automatic,Diesel,112000.0
kia,Kia Carens,2014.0,10000.0,135.0,Manual,Petrol,132000.0
seat,SEAT Leon,2019.0,19990.0,150.0,Manual,Petrol,21262.0
mercedes-benz,Mercedes-Benz SLC 180,2017.0,24850.0,156.0,Manual,Petrol,89000.0
dacia,Dacia Duster,2019.0,18500.0,150.0,Manual,Petrol,84000.0
